source,target,edge_type,weight,raw_count
90b50920-882b-4df6-a70d-4b9bcf9aa42a,fa5d87a8-533e-4308-b787-d67f681ce619,geospatial,0.3770011416883304,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,49e25fea-f5f5-4e25-b328-c674fda7e812,geospatial,0.5501613528113034,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,e7f9aaba-baba-4b2e-b573-da5ae0b93205,geospatial,0.6675784001349995,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,c11397ae-71f8-492a-85c6-2bb8432a5686,geospatial,0.6676703868621435,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,7ec84000-6c37-42f9-929b-005c40ea6b4c,geospatial,0.386716509225382,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,2a515e05-ea70-43b9-8340-c435bd51fb5a,geospatial,0.4222496422667778,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,a0ce4173-e296-4849-a98c-463f066da0dc,geospatial,0.36592480382943665,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,ea3e9462-cd4b-492d-8d50-12a2f737e737,geospatial,0.43021105773339435,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,d94f3307-60cd-4296-8c0d-2b6cfcab8e53,geospatial,0.7971925648033513,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,16fdc55c-38ca-4eac-ba7f-38ecabb35560,geospatial,0.36975349755054615,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,0f18d353-4ac8-4c50-9099-3287cba228af,geospatial,0.3877585576601917,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,337f3da2-6aa3-4d5d-b0ff-eff346c3666a,geospatial,0.5244379327187118,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,8667f4fb-509f-49f8-8141-9a31072c5ce3,geospatial,0.41895204918915147,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,27d63724-c095-496f-a9ed-dbc4aaedd130,geospatial,0.3844330337299725,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,adce7f4e-312b-433a-96f4-9931ced482f4,geospatial,0.42094740632883293,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,a1972333-549b-4302-864c-b2cc31301db2,geospatial,0.44449973139780574,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,050a5101-739a-43c8-a9c8-d844029c7ca7,geospatial,0.6731602718692405,1
90b50920-882b-4df6-a70d-4b9bcf9aa42a,66311c2f-c379-49ba-8476-8e89b9e63be8,geospatial,0.39167335956982263,1
f40189c1-b6b6-453a-ba65-6bc52c8c792c,3790f52f-073e-4744-b9b4-b12ce7986534,geospatial,0.7863431902209205,1
f40189c1-b6b6-453a-ba65-6bc52c8c792c,fe56ae94-fdac-4a60-9bb8-39cc25973267,geospatial,0.4411392687334503,1
f40189c1-b6b6-453a-ba65-6bc52c8c792c,59a70727-9767-429f-955c-87558385ced9,geospatial,0.43387781849931273,1
f40189c1-b6b6-453a-ba65-6bc52c8c792c,5ac2c156-1e36-40c3-8608-a08c17c10545,geospatial,0.5192002399398707,1
f40189c1-b6b6-453a-ba65-6bc52c8c792c,643a1436-5f63-469c-bc61-134005708fc1,geospatial,0.6252620223923631,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,5262a3a7-4b74-4d82-9fa5-d41503252888,geospatial,0.3652180947773958,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,8fd0520f-05b8-465b-ac5f-be7e44c73723,geospatial,0.8113378867175087,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,8d3eb7ea-09b1-4893-adf9-1f80b628faa6,geospatial,0.7451316120128737,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,a07a1ece-01c9-43fb-a2f3-1508aa9febec,geospatial,0.6575539029162177,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,78e68135-ede0-4d3d-a67e-e38bf1619e44,geospatial,0.4611139584877597,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,fba0549e-9a52-46ab-8c0f-1f4115beff56,geospatial,0.6764551160174241,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,962ebf32-4bdb-4a3e-b4b9-75b3e9f9dd9d,geospatial,0.7825220530696719,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,6a15eafc-157d-4ce8-9576-86e1301b68a1,geospatial,0.4047013912497887,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,069623a0-c82e-44a7-8a22-197231216fc8,geospatial,0.34113301776904603,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,7baec448-7a2d-479d-9586-7ee8fbf6f3e3,geospatial,0.915529732071639,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,45e93643-fde8-4b37-8968-fd0f9adf31bf,geospatial,0.5249633618885442,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,5bcc6639-e63e-471e-8871-162201384093,geospatial,0.4969669373229995,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,019fabe9-98af-4eaf-95e6-415a6acbdfc7,geospatial,0.7809622343411536,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,f5b4db07-1be8-423b-a94b-4fb03a3370b6,geospatial,0.755326037113074,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,8eb0b2d8-7c75-4f5a-89fb-a69be4777b63,geospatial,0.5018542701920251,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,1b6daab9-acf8-4e1e-aea7-967b60ff383a,geospatial,0.3368631703039016,1
384a83da-08bc-4ecd-9ffd-ccf66e6149f5,21307266-a798-4ea7-9dd8-3e63ca689de4,geospatial,0.49825846471671914,1
069623a0-c82e-44a7-8a22-197231216fc8,db6defb6-44d3-4b50-aa3a-73e3cf46c595,geospatial,0.5692257586302751,1
069623a0-c82e-44a7-8a22-197231216fc8,ad198034-f994-4c51-98de-ec1bf8f4ad39,geospatial,0.33430967609993895,1
069623a0-c82e-44a7-8a22-197231216fc8,970e40f7-ffaf-41ae-b1d3-d00baae48bcb,geospatial,0.3572222501813848,1
069623a0-c82e-44a7-8a22-197231216fc8,b51e2a93-ad7a-470c-9ce9-d7442dfac1f0,geospatial,0.3559264861939517,1
069623a0-c82e-44a7-8a22-197231216fc8,baac3a31-741f-4411-9d45-2abf3a21480e,geospatial,0.35684515998690763,1
069623a0-c82e-44a7-8a22-197231216fc8,6f258d7f-7782-4ed6-86a9-4dc9909d0681,geospatial,0.36117102493620706,1
069623a0-c82e-44a7-8a22-197231216fc8,2ac43248-e4e1-485d-b43c-6866a359a10c,geospatial,0.3627031193177872,1
069623a0-c82e-44a7-8a22-197231216fc8,1afc1603-c926-496e-b33e-12b3d749b8e1,geospatial,0.36688861796167144,1
069623a0-c82e-44a7-8a22-197231216fc8,fba0549e-9a52-46ab-8c0f-1f4115beff56,geospatial,0.33878908006777814,1
069623a0-c82e-44a7-8a22-197231216fc8,384a83da-08bc-4ecd-9ffd-ccf66e6149f5,geospatial,0.34113301776904603,1
069623a0-c82e-44a7-8a22-197231216fc8,d24a26bf-4170-4683-aa11-d864de738422,geospatial,0.8431118607313538,1
069623a0-c82e-44a7-8a22-197231216fc8,b4dced52-58fa-4300-923d-4afab529df52,geospatial,0.5285095326388525,1
069623a0-c82e-44a7-8a22-197231216fc8,bc78a699-f6c1-4d07-ae19-17bbd93e18f3,geospatial,0.4212925940254989,1
069623a0-c82e-44a7-8a22-197231216fc8,fa5d87a8-533e-4308-b787-d67f681ce619,geospatial,0.440142566094336,1
069623a0-c82e-44a7-8a22-197231216fc8,49e25fea-f5f5-4e25-b328-c674fda7e812,geospatial,0.3709930851480895,1
069623a0-c82e-44a7-8a22-197231216fc8,7baec448-7a2d-479d-9586-7ee8fbf6f3e3,geospatial,0.3384147915748772,1
069623a0-c82e-44a7-8a22-197231216fc8,7ec84000-6c37-42f9-929b-005c40ea6b4c,geospatial,0.3965518693037327,1
069623a0-c82e-44a7-8a22-197231216fc8,2a515e05-ea70-43b9-8340-c435bd51fb5a,geospatial,0.46375337307108183,1
069623a0-c82e-44a7-8a22-197231216fc8,019fabe9-98af-4eaf-95e6-415a6acbdfc7,geospatial,0.37722442703523806,1
069623a0-c82e-44a7-8a22-197231216fc8,f5b4db07-1be8-423b-a94b-4fb03a3370b6,geospatial,0.38349004042033286,1
069623a0-c82e-44a7-8a22-197231216fc8,71542de4-629d-444d-af8f-ea24bc1500ed,geospatial,0.5378498440023113,1
069623a0-c82e-44a7-8a22-197231216fc8,8d4f3100-7971-4487-b8f5-cce726785751,geospatial,0.8669708250972853,1
069623a0-c82e-44a7-8a22-197231216fc8,065fcfde-3b42-47bc-b5c6-ca8f269eee5b,geospatial,0.564659995353866,1
069623a0-c82e-44a7-8a22-197231216fc8,b4428436-7588-421e-ae57-686093baee47,geospatial,0.5397634592407988,1
069623a0-c82e-44a7-8a22-197231216fc8,16fdc55c-38ca-4eac-ba7f-38ecabb35560,geospatial,0.36258460278962706,1
069623a0-c82e-44a7-8a22-197231216fc8,0f18d353-4ac8-4c50-9099-3287cba228af,geospatial,0.42531936143490573,1
069623a0-c82e-44a7-8a22-197231216fc8,337f3da2-6aa3-4d5d-b0ff-eff346c3666a,geospatial,0.3670416987444248,1
069623a0-c82e-44a7-8a22-197231216fc8,24f2997a-0f90-4139-a221-899d4f50e899,geospatial,0.6458246051332224,1
069623a0-c82e-44a7-8a22-197231216fc8,27d63724-c095-496f-a9ed-dbc4aaedd130,geospatial,0.4746416970690881,1
069623a0-c82e-44a7-8a22-197231216fc8,d52c6ea3-5be1-4aa9-ae3c-cab835d6d717,geospatial,0.4116161540682119,1
069623a0-c82e-44a7-8a22-197231216fc8,66311c2f-c379-49ba-8476-8e89b9e63be8,geospatial,0.40492279036171897,1
43538592-12b9-4856-b87e-bcb12ee42d11,5262a3a7-4b74-4d82-9fa5-d41503252888,geospatial,0.3476399145894594,1
43538592-12b9-4856-b87e-bcb12ee42d11,2e010c1e-d986-4aea-b337-5b13e5fed580,geospatial,0.4704403306776578,1
43538592-12b9-4856-b87e-bcb12ee42d11,fb2e9ef7-38bc-4429-9a4e-2aa58c52aac0,geospatial,0.6884772821416323,1
43538592-12b9-4856-b87e-bcb12ee42d11,78e68135-ede0-4d3d-a67e-e38bf1619e44,geospatial,0.4663485124257016,1
43538592-12b9-4856-b87e-bcb12ee42d11,9b430c0f-aef3-4e1a-bff2-6c872ccf4e30,geospatial,0.3728367618231562,1
43538592-12b9-4856-b87e-bcb12ee42d11,888097b1-b3a2-46db-a5bf-87b92bc97aa8,geospatial,0.43953283925626047,1
43538592-12b9-4856-b87e-bcb12ee42d11,f1ea987c-1653-4c32-a812-419babae7d5f,geospatial,0.5331343855392212,1
43538592-12b9-4856-b87e-bcb12ee42d11,533a29b6-f692-4842-837c-b7a7b181c39f,geospatial,0.4088133003806488,1
43538592-12b9-4856-b87e-bcb12ee42d11,6a15eafc-157d-4ce8-9576-86e1301b68a1,geospatial,0.5157682203561872,1
43538592-12b9-4856-b87e-bcb12ee42d11,45e93643-fde8-4b37-8968-fd0f9adf31bf,geospatial,0.34028781554716747,1
43538592-12b9-4856-b87e-bcb12ee42d11,f3a6c0ea-b82d-4cbd-923d-18b6f4cfd255,geospatial,0.5506555266547261,1
43538592-12b9-4856-b87e-bcb12ee42d11,1b6daab9-acf8-4e1e-aea7-967b60ff383a,geospatial,0.7441785311337494,1
32b09de5-d127-4e87-91d8-4d1f829fb4ea,9db8533c-b444-4a01-a0e8-d90a8346ba7a,geospatial,0.9326469658336964,1
32b09de5-d127-4e87-91d8-4d1f829fb4ea,33cc1055-dcca-430e-836b-904ae7df100b,geospatial,0.3714524360263638,1
32b09de5-d127-4e87-91d8-4d1f829fb4ea,6d929376-10ef-4ea9-8217-e14d019fb85e,geospatial,0.5323459639334643,1
32b09de5-d127-4e87-91d8-4d1f829fb4ea,202d82de-f219-4934-86ae-6fa775edfb96,geospatial,0.9439875583205167,1
49e25fea-f5f5-4e25-b328-c674fda7e812,61dafe9b-b16f-49e1-9cd4-389e7ce3eab5,geospatial,0.3764222776216008,1
49e25fea-f5f5-4e25-b328-c674fda7e812,470a61bc-e973-4e18-8031-18d72fb44895,geospatial,0.4690365801227559,1
49e25fea-f5f5-4e25-b328-c674fda7e812,cf175d95-329e-42ee-adbd-267caefb5fda,geospatial,0.34853911421011186,1
49e25fea-f5f5-4e25-b328-c674fda7e812,ad198034-f994-4c51-98de-ec1bf8f4ad39,geospatial,0.5418856794374078,1
49e25fea-f5f5-4e25-b328-c674fda7e812,d278b451-110b-4f88-a4fb-a54f4419efbf,geospatial,0.3753873069313966,1
49e25fea-f5f5-4e25-b328-c674fda7e812,827e8a85-8235-418a-9225-5396109a1752,geospatial,0.37587430447551734,1
49e25fea-f5f5-4e25-b328-c674fda7e812,5cfbcfa1-14fd-4dc9-b20c-17edb7ec948d,geospatial,0.38158910058512857,1
49e25fea-f5f5-4e25-b328-c674fda7e812,02229957-6948-404e-881b-4a20fcf18f74,geospatial,0.38004964107985484,1
49e25fea-f5f5-4e25-b328-c674fda7e812,970e40f7-ffaf-41ae-b1d3-d00baae48bcb,geospatial,0.4335953019746975,1
49e25fea-f5f5-4e25-b328-c674fda7e812,b51e2a93-ad7a-470c-9ce9-d7442dfac1f0,geospatial,0.4501541298595318,1
49e25fea-f5f5-4e25-b328-c674fda7e812,baac3a31-741f-4411-9d45-2abf3a21480e,geospatial,0.4499362971140252,1
49e25fea-f5f5-4e25-b328-c674fda7e812,6f258d7f-7782-4ed6-86a9-4dc9909d0681,geospatial,0.5522862390270226,1
49e25fea-f5f5-4e25-b328-c674fda7e812,2ac43248-e4e1-485d-b43c-6866a359a10c,geospatial,0.4408356067313018,1
49e25fea-f5f5-4e25-b328-c674fda7e812,1afc1603-c926-496e-b33e-12b3d749b8e1,geospatial,0.4551952367473089,1
49e25fea-f5f5-4e25-b328-c674fda7e812,b6287e0b-e51f-425c-8991-8c2141a0c1bc,geospatial,0.4260497896363811,1
49e25fea-f5f5-4e25-b328-c674fda7e812,392264b9-096c-46bb-8525-ec3ceeb4fd19,geospatial,0.5245241366496154,1
49e25fea-f5f5-4e25-b328-c674fda7e812,28627eea-c99f-4cf7-8d3d-254ae1feabaf,geospatial,0.6378356447232623,1
49e25fea-f5f5-4e25-b328-c674fda7e812,f029afe5-e51c-497f-8b12-8f4cef3d358d,geospatial,0.3711046562332222,1
49e25fea-f5f5-4e25-b328-c674fda7e812,d24a26bf-4170-4683-aa11-d864de738422,geospatial,0.39521892571975475,1
49e25fea-f5f5-4e25-b328-c674fda7e812,954f3da7-b013-4eca-b689-1bc283c462d6,geospatial,0.3603268562382202,1
49e25fea-f5f5-4e25-b328-c674fda7e812,c1ddc0ed-2d80-47e5-891c-623ba05269d3,geospatial,0.5157251825535561,1
49e25fea-f5f5-4e25-b328-c674fda7e812,b4dced52-58fa-4300-923d-4afab529df52,geospatial,0.36199128729364477,1
49e25fea-f5f5-4e25-b328-c674fda7e812,20690149-077f-41b4-9382-454595002032,geospatial,0.5178440503773513,1
49e25fea-f5f5-4e25-b328-c674fda7e812,bc78a699-f6c1-4d07-ae19-17bbd93e18f3,geospatial,0.5385508585452893,1
49e25fea-f5f5-4e25-b328-c674fda7e812,fa5d87a8-533e-4308-b787-d67f681ce619,geospatial,0.5257979158044541,1
49e25fea-f5f5-4e25-b328-c674fda7e812,069623a0-c82e-44a7-8a22-197231216fc8,geospatial,0.3709930851480895,1
49e25fea-f5f5-4e25-b328-c674fda7e812,90b50920-882b-4df6-a70d-4b9bcf9aa42a,geospatial,0.5501613528113034,1
49e25fea-f5f5-4e25-b328-c674fda7e812,e7f9aaba-baba-4b2e-b573-da5ae0b93205,geospatial,0.545502473012155,1
49e25fea-f5f5-4e25-b328-c674fda7e812,c11397ae-71f8-492a-85c6-2bb8432a5686,geospatial,0.6563115407766604,1
49e25fea-f5f5-4e25-b328-c674fda7e812,7ec84000-6c37-42f9-929b-005c40ea6b4c,geospatial,0.5214902222857002,1
49e25fea-f5f5-4e25-b328-c674fda7e812,2a515e05-ea70-43b9-8340-c435bd51fb5a,geospatial,0.6068626220559509,1
49e25fea-f5f5-4e25-b328-c674fda7e812,a0ce4173-e296-4849-a98c-463f066da0dc,geospatial,0.3453421919656306,1
49e25fea-f5f5-4e25-b328-c674fda7e812,ea3e9462-cd4b-492d-8d50-12a2f737e737,geospatial,0.389376449866905,1
49e25fea-f5f5-4e25-b328-c674fda7e812,71542de4-629d-444d-af8f-ea24bc1500ed,geospatial,0.36483560909301077,1
49e25fea-f5f5-4e25-b328-c674fda7e812,d94f3307-60cd-4296-8c0d-2b6cfcab8e53,geospatial,0.5142692680204756,1
49e25fea-f5f5-4e25-b328-c674fda7e812,8d4f3100-7971-4487-b8f5-cce726785751,geospatial,0.37886387690875317,1
49e25fea-f5f5-4e25-b328-c674fda7e812,065fcfde-3b42-47bc-b5c6-ca8f269eee5b,geospatial,0.34645649621690716,1
49e25fea-f5f5-4e25-b328-c674fda7e812,b4428436-7588-421e-ae57-686093baee47,geospatial,0.364833419339735,1
49e25fea-f5f5-4e25-b328-c674fda7e812,16fdc55c-38ca-4eac-ba7f-38ecabb35560,geospatial,0.41548231175948924,1
49e25fea-f5f5-4e25-b328-c674fda7e812,0f18d353-4ac8-4c50-9099-3287cba228af,geospatial,0.5416523421707319,1
49e25fea-f5f5-4e25-b328-c674fda7e812,337f3da2-6aa3-4d5d-b0ff-eff346c3666a,geospatial,0.647965137589457,1
49e25fea-f5f5-4e25-b328-c674fda7e812,8667f4fb-509f-49f8-8141-9a31072c5ce3,geospatial,0.3767920880750027,1
49e25fea-f5f5-4e25-b328-c674fda7e812,27d63724-c095-496f-a9ed-dbc4aaedd130,geospatial,0.5549574990772276,1
49e25fea-f5f5-4e25-b328-c674fda7e812,a1972333-549b-4302-864c-b2cc31301db2,geospatial,0.4040420247000773,1
49e25fea-f5f5-4e25-b328-c674fda7e812,050a5101-739a-43c8-a9c8-d844029c7ca7,geospatial,0.523768731613117,1
49e25fea-f5f5-4e25-b328-c674fda7e812,66311c2f-c379-49ba-8476-8e89b9e63be8,geospatial,0.5369838447327548,1
e7972153-14fa-4884-b66a-28a76118d319,35c3111b-ae72-4bf0-a70f-c1052f84100e,geospatial,0.5304329950668051,1
e7972153-14fa-4884-b66a-28a76118d319,534a917d-fd3d-4ea8-88a1-f28a8fa5f6fb,geospatial,0.5139287614991493,1
e7972153-14fa-4884-b66a-28a76118d319,7ff1bf74-4e47-4e6e-98e7-f3e78b5c0a73,geospatial,0.5278055043667909,1
e7972153-14fa-4884-b66a-28a76118d319,befc53a2-b09c-4aaf-a3e4-0e3e1bf5310b,geospatial,0.5439287141547589,1
e7972153-14fa-4884-b66a-28a76118d319,6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,geospatial,0.8525650838853444,1
e7972153-14fa-4884-b66a-28a76118d319,7247ba39-3959-46fa-be3f-4b77c36c9d2f,geospatial,0.36300043474264315,1
e7972153-14fa-4884-b66a-28a76118d319,8e5237e7-f94f-4c23-84ce-193e307ae757,geospatial,0.5630309360481175,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,35c3111b-ae72-4bf0-a70f-c1052f84100e,geospatial,0.4858887850582188,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,534a917d-fd3d-4ea8-88a1-f28a8fa5f6fb,geospatial,0.47245499233466975,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,7ff1bf74-4e47-4e6e-98e7-f3e78b5c0a73,geospatial,0.4836899319537136,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,befc53a2-b09c-4aaf-a3e4-0e3e1bf5310b,geospatial,0.5983415341852301,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,7247ba39-3959-46fa-be3f-4b77c36c9d2f,geospatial,0.37780223622678033,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,e7972153-14fa-4884-b66a-28a76118d319,geospatial,0.8525650838853444,1
6fb1dea4-f6d5-4e31-944a-4f7bdfbf4509,8e5237e7-f94f-4c23-84ce-193e307ae757,geospatial,0.6219981542309193,1
888097b1-b3a2-46db-a5bf-87b92bc97aa8,2e010c1e-d986-4aea-b337-5b13e5fed580,geospatial,0.8578790021062989,1
888097b1-b3a2-46db-a5bf-87b92bc97aa8,fb2e9ef7-38bc-4429-9a4e-2aa58c52aac0,geospatial,0.3667585055521267,1
888097b1-b3a2-46db-a5bf-87b92bc97aa8,43538592-12b9-4856-b87e-bcb12ee42d11,geospatial,0.43953283925626047,1
888097b1-b3a2-46db-a5bf-87b92bc97aa8,7aef59cc-a635-4242-9614-f36b693c8aea,geospatial,0.33649715687950366,1
888097b1-b3a2-46db-a5bf-87b92bc97aa8,1b6daab9-acf8-4e1e-aea7-967b60ff383a,geospatial,0.41189860475764906,1
19984afe-a664-48ca-9eeb-e9e39c2fffa3,09fe3dea-4b7c-4fbd-b059-8b11530a3522,geospatial,0.6804749736468566,1
19984afe-a664-48ca-9eeb-e9e39c2fffa3,6f440299-022c-498b-8682-b28af1967558,geospatial,0.47786286713613246,1
c11397ae-71f8-492a-85c6-2bb8432a5686,61dafe9b-b16f-49e1-9cd4-389e7ce3eab5,geospatial,0.36662754120753854,1
c11397ae-71f8-492a-85c6-2bb8432a5686,470a61bc-e973-4e18-8031-18d72fb44895,geospatial,0.4324976646828933,1
c11397ae-71f8-492a-85c6-2bb8432a5686,cf175d95-329e-42ee-adbd-267caefb5fda,geospatial,0.33340922937357625,1
c11397ae-71f8-492a-85c6-2bb8432a5686,ad198034-f994-4c51-98de-ec1bf8f4ad39,geospatial,0.4785444853479243,1
c11397ae-71f8-492a-85c6-2bb8432a5686,d278b451-110b-4f88-a4fb-a54f4419efbf,geospatial,0.3619095183521466,1
c11397ae-71f8-492a-85c6-2bb8432a5686,827e8a85-8235-418a-9225-5396109a1752,geospatial,0.36383758764571716,1
c11397ae-71f8-492a-85c6-2bb8432a5686,5cfbcfa1-14fd-4dc9-b20c-17edb7ec948d,geospatial,0.3677386204717579,1
c11397ae-71f8-492a-85c6-2bb8432a5686,02229957-6948-404e-881b-4a20fcf18f74,geospatial,0.3653902452328364,1
c11397ae-71f8-492a-85c6-2bb8432a5686,970e40f7-ffaf-41ae-b1d3-d00baae48bcb,geospatial,0.3730069238173096,1
c11397ae-71f8-492a-85c6-2bb8432a5686,b51e2a93-ad7a-470c-9ce9-d7442dfac1f0,geospatial,0.3867656024198187,1
c11397ae-71f8-492a-85c6-2bb8432a5686,baac3a31-741f-4411-9d45-2abf3a21480e,geospatial,0.38627162915979885,1
c11397ae-71f8-492a-85c6-2bb8432a5686,6f258d7f-7782-4ed6-86a9-4dc9909d0681,geospatial,0.4633030559962486,1
c11397ae-71f8-492a-85c6-2bb8432a5686,2ac43248-e4e1-485d-b43c-6866a359a10c,geospatial,0.37717527291652486,1
c11397ae-71f8-492a-85c6-2bb8432a5686,1afc1603-c926-496e-b33e-12b3d749b8e1,geospatial,0.3871538769180946,1
c11397ae-71f8-492a-85c6-2bb8432a5686,b6287e0b-e51f-425c-8991-8c2141a0c1bc,geospatial,0.40930122861632817,1
c11397ae-71f8-492a-85c6-2bb8432a5686,40c092dc-fe47-40d2-b2f5-8d9ecd2fc9ee,geospatial,0.3625623236422862,1
c11397ae-71f8-492a-85c6-2bb8432a5686,392264b9-096c-46bb-8525-ec3ceeb4fd19,geospatial,0.4745229436330263,1
c11397ae-71f8-492a-85c6-2bb8432a5686,28627eea-c99f-4cf7-8d3d-254ae1feabaf,geospatial,0.5982601567883346,1
c11397ae-71f8-492a-85c6-2bb8432a5686,f029afe5-e51c-497f-8b12-8f4cef3d358d,geospatial,0.37491804389396366,1
c11397ae-71f8-492a-85c6-2bb8432a5686,c1ddc0ed-2d80-47e5-891c-623ba05269d3,geospatial,0.5725049708931925,1
c11397ae-71f8-492a-85c6-2bb8432a5686,20690149-077f-41b4-9382-454595002032,geospatial,0.580876108548275,1
c11397ae-71f8-492a-85c6-2bb8432a5686,bc78a699-f6c1-4d07-ae19-17bbd93e18f3,geospatial,0.4717705028225127,1
